MSZoning,LotShape,HouseStyle,OverallQual,RoofStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,HeatingQC,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,SaleCondition,LotArea,Neighborhood,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
3,0,2,5,3,3,1,3,0,4,0,1,0,3,3,5,0,5,2,1,4,7180,5,1972,1972,390,474,864,864,1989.0,352,0,0,127000
3,3,5,6,1,3,1,2,3,4,0,2,1,3,3,7,1,1,2,2,4,2280,13,1976,1976,566,289,855,1456,1976.0,440,87,0,148500
3,3,2,7,3,0,2,0,3,0,1,2,0,3,0,8,1,1,0,3,5,9416,21,2007,2007,1126,600,1726,1726,2007.0,786,171,138,311872
3,3,5,8,1,2,2,3,3,2,1,2,0,4,2,8,1,5,2,2,0,25419,12,1918,1990,1036,140,1360,3112,1918.0,795,0,16,235000
3,3,2,8,3,2,2,0,0,0,1,2,0,3,0,7,1,1,0,3,4,9591,16,2004,2005,1088,625,1713,1713,2004.0,856,0,26,274900
4,3,2,4,1,3,2,2,3,0,0,2,0,2,3,5,0,1,1,2,4,8546,7,2003,2004,0,1121,1121,1121,2003.0,440,132,64,140000
3,3,2,6,1,3,1,3,3,4,0,2,0,3,3,6,2,5,2,2,4,10125,11,1977,1977,641,276,1196,1279,1980.0,473,238,83,171500
3,3,0,6,1,3,0,1,3,2,0,2,0,2,3,6,0,1,2,1,4,7000,17,1924,1950,617,0,617,1310,1924.0,398,0,0,112000
4,3,2,6,1,2,2,2,0,0,1,1,0,1,2,3,1,1,1,2,4,4438,5,2004,2004,662,186,848,848,2004.0,420,149,0,149000
4,3,0,5,1,3,1,3,3,4,0,1,1,2,3,5,0,5,2,1,4,3500,17,1947,1950,312,408,720,1284,1948.0,240,0,35,110000
3,3,2,7,1,3,2,2,3,0,0,2,0,3,3,5,0,1,1,2,4,11851,8,1990,1990,0,1424,1424,1442,1990.0,500,0,34,180500
3,0,2,5,1,3,1,3,3,4,0,1,1,3,3,8,1,1,1,1,4,13673,19,1962,1962,0,1140,1140,1696,1962.0,349,0,30,143900
3,0,2,4,1,3,2,3,3,4,1,1,0,3,3,6,1,1,1,1,4,12493,12,1960,1960,419,375,1100,1100,1960.0,312,355,0,141000
3,0,5,7,1,2,1,2,1,0,1,2,1,3,3,7,1,1,0,2,4,14364,20,1988,1989,1065,92,1157,2062,1988.0,454,60,55,277000
3,3,2,6,3,3,1,2,3,0,1,1,0,3,3,6,0,1,1,2,4,8250,12,1964,1964,787,305,1092,1092,1964.0,504,0,0,145000
3,3,2,6,1,3,2,2,2,0,0,2,0,3,2,6,0,1,1,2,4,10420,7,2009,2009,36,1176,1212,1212,2009.0,460,100,22,186000
1,3,5,7,1,3,2,2,3,0,1,2,1,3,2,7,1,1,1,2,5,8640,21,2009,2009,822,78,900,1852,2009.0,644,168,108,252678
3,1,2,5,1,3,2,2,3,0,0,1,0,3,3,5,0,1,2,2,4,13568,5,1995,1995,716,274,990,990,1996.0,576,224,0,156000
3,0,5,6,1,3,1,2,3,0,0,1,1,3,3,6,0,1,0,1,4,10900,5,1977,1977,378,311,689,1392,1977.0,299,0,36,161750
3,0,2,5,1,3,1,3,3,4,0,1,0,2,2,6,1,1,2,1,4,10011,12,1957,1996,360,710,1070,1236,1957.0,447,0,0,134450
3,3,2,7,1,2,2,2,2,0,1,2,0,3,2,8,0,1,2,2,4,8450,5,2004,2004,946,490,1436,1436,2004.0,484,139,98,210000
4,3,5,4,1,3,1,3,3,1,0,1,0,3,3,8,0,5,2,1,3,9906,17,1925,1950,0,686,686,1328,1940.0,210,0,172,107000
3,0,0,7,1,2,1,3,3,0,0,1,1,3,2,8,2,1,2,2,4,15660,6,1939,2006,341,457,798,1954,1939.0,431,0,119,311500
3,3,2,7,1,2,2,2,0,0,0,2,0,2,2,5,0,1,0,2,5,3010,0,2005,2006,16,1232,1248,1248,2005.0,438,108,0,167240
3,0,2,7,1,2,2,2,2,0,0,2,0,2,2,5,0,1,1,2,5,8990,5,2006,2006,0,1498,1498,1498,2006.0,675,351,33,204900
3,0,5,6,1,2,2,2,3,0,0,2,1,4,2,8,1,3,1,2,4,8068,8,2002,2002,0,1010,1010,2267,2002.0,390,120,46,200000
3,3,5,6,1,3,1,2,3,4,1,2,1,3,3,6,1,1,1,2,4,11475,14,1975,1975,550,163,713,1552,1975.0,434,209,208,179900
3,3,2,4,1,3,1,3,3,2,0,1,0,2,3,4,0,5,2,2,0,10500,12,1971,1971,524,160,864,864,1989.0,576,216,0,97000
3,3,2,10,3,0,2,0,1,0,0,2,0,3,0,8,1,1,0,3,4,13472,16,2003,2003,56,2336,2392,2392,2003.0,968,248,105,386250
4,3,5,5,1,3,1,3,3,4,0,2,1,3,3,6,0,5,2,1,0,1680,2,1971,1971,0,630,630,1302,1991.0,280,0,0,112000
3,0,5,7,1,2,2,2,3,0,0,2,1,4,2,9,1,1,1,3,0,9950,15,1995,1995,565,638,1203,2520,1995.0,721,224,114,290000
4,3,5,6,1,3,1,3,3,4,0,1,1,2,3,5,0,5,2,1,4,1869,2,1970,1970,321,162,483,987,1987.0,280,0,0,106000
3,3,2,5,1,3,1,3,3,4,0,1,0,3,3,5,1,5,2,1,4,8521,19,1967,1967,842,70,912,912,1974.0,336,0,0,125000
3,3,2,7,1,2,2,2,0,0,0,2,0,2,2,7,1,1,0,2,4,3182,0,2005,2006,16,1357,1373,1555,2005.0,430,143,20,192500
3,3,2,6,3,3,1,3,3,4,1,1,0,3,3,6,0,1,1,1,4,8760,12,1959,1959,0,1194,1194,1194,1959.0,312,0,0,148000
3,0,5,8,1,2,2,2,3,0,1,2,1,4,0,9,1,1,0,3,4,15138,15,1995,1996,689,773,1462,2794,1995.0,810,0,146,403000
4,3,5,6,1,3,1,3,3,4,0,1,1,2,3,5,1,1,2,1,4,1680,2,1972,1972,0,483,483,987,1972.0,288,0,0,94500
3,3,2,5,1,3,1,3,0,4,1,1,0,3,3,5,0,1,2,1,4,10650,5,1976,1976,182,0,894,894,1976.0,308,365,0,128200
4,3,5,6,1,3,1,3,3,4,0,1,1,2,3,5,0,5,2,1,4,1680,2,1971,1971,358,125,483,987,1971.0,264,0,0,89500
3,3,2,7,1,2,2,2,0,0,0,2,0,3,2,6,0,1,1,2,4,8773,5,2004,2004,24,1390,1414,1414,2004.0,494,132,105,185500
3,0,5,7,1,2,2,2,3,0,0,2,1,3,2,7,0,1,1,2,4,9453,20,1993,2003,402,594,996,1744,1993.0,457,370,70,194500
3,3,2,8,3,0,2,0,3,0,0,2,0,3,2,7,0,1,0,3,5,12030,16,2007,2007,0,1694,1694,1694,2007.0,818,168,228,318000
3,3,0,6,1,3,1,3,3,4,0,1,1,3,3,7,1,5,2,1,4,8741,7,1945,1950,94,641,735,1487,1949.0,220,0,140,113000
1,3,2,8,1,2,2,2,0,0,1,2,0,3,2,7,0,1,1,2,4,9000,21,2008,2008,1078,488,1566,1566,2008.0,750,144,168,262500
4,3,0,5,1,3,0,3,3,2,0,1,0,3,3,6,0,1,2,1,4,5000,17,1900,1950,0,540,540,1440,1940.0,352,0,0,79000
3,3,5,6,1,3,1,2,3,4,0,1,1,3,3,6,1,1,1,1,4,10762,20,1980,1980,0,626,626,1217,1980.0,288,0,28,120000
3,0,5,7,1,2,2,2,3,0,1,2,1,3,2,8,2,1,1,2,4,8880,20,1994,2002,695,253,948,2110,1994.0,463,0,130,205000
3,3,2,7,1,3,1,2,0,2,0,2,0,3,3,6,1,1,0,2,4,10400,14,1988,1988,929,916,1845,1872,1988.0,604,197,39,241500
4,3,5,6,1,3,3,1,3,2,0,2,0,4,1,9,0,5,2,1,4,9142,17,1910,1950,0,1020,1020,1928,1910.0,440,0,60,137000
3,3,2,6,3,3,1,3,3,0,0,1,0,2,3,5,1,1,2,2,4,11310,12,1954,1954,0,1367,1367,1375,1954.0,451,0,30,140000
3,3,5,7,1,2,2,2,3,0,0,2,1,3,2,8,0,1,1,2,4,11317,5,2003,2003,0,840,840,1668,2003.0,500,144,68,180000
3,1,0,6,1,2,1,2,1,2,0,2,0,4,2,7,2,1,0,2,4,159000,4,1958,2006,697,747,1444,2144,1958.0,389,0,98,277000
4,0,2,8,3,2,2,2,1,0,1,2,0,2,2,5,1,1,0,2,3,4750,6,2006,2007,1573,0,1573,1625,2006.0,538,123,0,235000
3,0,5,6,1,2,2,2,3,0,0,2,1,3,2,6,0,1,1,2,4,8366,20,2004,2004,0,798,798,1640,2004.0,520,138,45,173000
3,3,7,6,3,3,1,2,1,0,0,2,0,3,2,7,0,1,1,1,4,9350,12,1964,1991,270,452,1302,1302,1964.0,309,333,0,158000
3,3,2,5,1,3,1,3,3,4,1,1,0,3,3,5,0,1,1,1,4,8400,12,1957,1957,922,392,1314,1314,1957.0,294,250,0,145000
3,0,5,7,1,2,2,2,3,0,0,2,1,4,2,8,1,3,0,2,4,8738,8,1999,1999,0,975,975,2291,1999.0,429,192,0,230000
1,0,5,6,1,2,2,2,3,0,0,2,1,3,2,7,0,1,1,2,4,8791,21,2003,2003,503,361,864,1728,2003.0,673,216,56,207500
3,3,2,7,1,2,2,2,3,0,1,2,1,3,2,8,1,1,1,2,0,8814,5,2006,2006,1334,270,1604,1604,2006.0,660,123,110,220000
3,3,5,7,1,2,2,2,3,0,0,2,1,3,2,7,1,1,1,2,4,12435,5,2001,2001,361,602,963,1792,2001.0,564,0,96,231500
3,3,7,6,1,3,1,3,1,4,1,1,0,3,3,6,1,1,2,2,4,19296,12,1962,1962,672,0,1362,1382,1991.0,884,0,0,176000
3,0,5,8,1,2,2,0,3,0,0,2,1,3,0,10,1,3,0,3,5,9588,5,2007,2007,0,1482,1482,2574,2007.0,868,0,148,276000
3,0,7,6,1,3,1,2,0,4,1,1,0,3,3,6,1,1,2,2,4,8471,19,1977,1995,506,0,506,1212,1978.0,492,292,12,151000
4,3,0,5,1,3,0,3,3,4,1,1,0,3,3,6,0,5,2,2,4,5500,17,1929,2001,234,0,926,1316,1974.0,484,0,0,130000
4,2,2,5,1,3,0,1,3,2,0,1,0,2,3,4,0,5,2,2,4,5232,17,1925,2004,0,680,680,764,1965.0,504,0,0,73000
3,0,2,6,1,3,1,2,3,4,0,2,0,3,2,7,1,1,0,2,4,12090,14,1981,1981,588,606,1422,1422,1981.0,576,276,0,175500
3,0,5,6,1,3,2,2,0,2,1,2,1,3,3,8,1,1,0,2,4,11207,8,1997,1997,714,88,802,1511,1997.0,413,95,75,185000
3,3,3,5,1,3,2,3,3,0,0,2,1,4,2,8,1,5,2,1,4,8400,18,1939,1997,378,342,720,2192,1939.0,240,262,24,179500
4,3,2,5,1,3,1,3,3,0,0,1,0,2,3,4,1,5,0,1,4,6900,9,1940,1955,403,212,740,778,1966.0,924,0,25,120500
3,0,2,6,3,3,1,3,3,4,1,1,1,3,3,6,1,1,1,1,4,7917,7,1976,1976,751,392,1143,1113,1987.0,504,370,30,148000
1,3,5,8,1,2,2,2,2,2,0,2,1,3,2,8,1,1,1,3,5,10728,21,2006,2006,0,1095,1095,1939,2006.0,1053,192,51,266000
3,0,2,7,0,3,1,2,1,0,1,1,0,2,3,5,2,1,2,2,4,39104,4,1954,2005,226,96,1385,1363,1954.0,439,81,0,241500
3,0,5,8,1,2,2,2,3,0,0,2,1,4,2,9,1,1,0,3,4,11764,15,1999,2007,524,628,1152,2270,1999.0,671,132,57,290000
3,3,2,6,3,3,1,3,3,2,1,2,0,3,3,6,1,1,1,1,4,9600,12,1958,1988,620,0,1240,1632,1958.0,338,289,0,139000
3,3,2,5,1,3,1,3,1,4,0,1,0,2,3,5,0,1,2,1,4,8314,11,1982,1982,546,270,816,816,1982.0,264,168,0,124500
3,3,0,7,1,2,0,3,3,2,0,2,1,3,0,5,0,5,2,2,4,7264,3,1925,2007,0,952,952,1548,1978.0,672,74,0,205000
3,0,2,7,1,2,2,0,3,0,0,2,0,3,2,7,0,1,0,2,4,9196,11,2003,2003,0,1560,1560,1560,2003.0,573,100,150,201000
3,3,2,4,1,3,1,3,3,0,0,1,0,2,3,4,0,5,2,2,4,19138,8,1951,1951,120,744,864,864,1951.0,400,0,0,141000
3,3,2,9,1,0,2,0,1,0,0,2,1,3,0,8,1,1,0,3,5,14450,16,2006,2007,0,2121,2121,2121,2007.0,732,124,98,415298
3,3,5,7,3,3,1,2,3,0,0,2,1,4,3,8,1,1,0,2,4,10005,4,1977,1977,392,768,1160,2022,1977.0,505,288,117,192000
3,3,5,7,1,2,1,2,0,2,0,2,1,3,2,7,1,1,0,2,4,11287,20,1989,1989,421,386,807,1982,1989.0,575,0,84,228500
1,3,2,6,1,2,2,2,3,2,0,2,0,2,2,5,0,1,0,2,5,7200,21,2006,2006,905,357,1262,1262,2006.0,572,0,120,185000
3,3,2,7,1,2,2,2,3,0,1,2,0,2,2,6,1,1,1,2,4,5063,16,2007,2008,904,410,1314,1314,2008.0,626,172,62,207500
3,3,2,8,1,2,2,2,3,0,0,2,0,3,2,6,1,1,0,3,5,9612,21,2008,2009,0,1468,1468,1468,2008.0,898,210,150,244600
3,3,2,6,1,2,2,2,3,2,1,2,0,2,2,5,0,1,1,2,4,8012,20,1992,1992,430,1145,1575,1575,1992.0,529,0,0,179200
1,0,5,7,1,2,2,2,3,0,0,2,1,2,2,5,0,5,1,2,5,4251,21,2006,2007,0,625,625,1250,2006.0,528,0,54,164700
3,0,0,6,1,3,1,3,3,4,0,1,1,3,2,7,1,1,1,2,4,9786,12,1962,1981,600,312,912,1734,1962.0,440,0,0,159000
3,0,2,5,1,3,1,3,3,4,0,1,0,3,3,5,0,5,2,1,4,9819,19,1967,1967,450,432,882,900,1970.0,280,0,0,122000
3,3,5,6,1,3,0,3,3,0,0,1,0,3,3,7,0,5,2,1,4,8730,3,1915,2003,0,698,698,1396,2003.0,384,0,0,153575
3,3,5,8,1,2,2,2,0,0,0,2,1,3,2,8,1,1,1,2,5,15611,5,2006,2006,0,1079,1079,1919,2006.0,685,0,51,233230
3,3,0,5,1,3,1,3,3,2,0,1,1,3,3,8,1,1,2,1,4,11409,7,1949,2008,292,476,768,1716,1949.0,281,0,0,131000
3,0,5,7,1,3,1,3,3,1,1,2,1,3,2,9,1,1,0,2,4,16659,14,1977,1994,795,0,795,2263,1977.0,539,0,250,235000
3,3,2,6,3,3,1,3,3,4,1,1,0,3,3,7,2,1,0,2,4,9600,12,1953,1953,1285,131,1416,1644,1953.0,418,110,0,167000
3,0,7,6,1,3,1,3,0,4,1,1,0,3,3,6,0,5,2,2,4,7937,11,1984,1984,819,184,1003,1003,1984.0,588,120,0,142500
4,3,0,5,1,3,1,3,3,4,0,1,1,4,3,6,0,1,2,1,4,13710,9,1950,1950,420,490,910,1558,1950.0,282,289,0,152000
1,0,5,7,3,2,2,2,3,0,0,2,1,3,2,7,1,5,1,2,4,7399,21,1997,1998,649,326,975,1950,1997.0,576,0,10,239000
3,3,5,6,4,2,1,3,3,2,0,1,2,3,3,7,1,1,2,2,4,11700,14,1968,1968,384,143,702,1743,1968.0,539,224,0,175000
3,3,2,6,1,3,1,3,3,0,0,1,0,3,2,6,1,1,2,1,3,14000,6,1950,2004,0,1092,1092,1152,1950.0,300,0,36,158500
3,3,2,5,3,3,1,3,2,4,1,1,0,2,3,5,2,1,2,1,4,15750,6,1953,1953,841,324,1165,1336,1953.0,375,0,0,157000
3,2,5,8,1,2,2,2,3,0,0,2,1,4,2,9,1,3,0,2,4,16226,5,1998,1999,281,747,1028,2452,1998.0,683,208,50,267000
3,0,2,7,1,2,2,2,3,0,0,2,0,3,2,6,1,1,1,3,4,13704,5,2001,2002,0,1541,1541,1541,2001.0,843,468,81,205000
3,3,2,5,1,3,2,3,3,4,1,1,0,3,3,5,0,1,2,2,0,9800,5,1972,1972,894,0,894,894,1975.0,552,256,0,149900
4,3,3,7,1,3,0,3,3,0,0,3,0,3,2,10,1,1,2,3,4,18386,17,1880,2002,0,1470,1470,3493,2003.0,870,302,0,295000
3,3,2,8,1,2,2,2,3,0,1,2,0,3,2,8,0,1,0,3,4,10386,5,2004,2005,1464,536,2000,2000,2004.0,888,168,0,305900
3,3,5,7,1,2,1,2,3,2,1,2,1,4,2,8,1,1,1,3,4,13474,20,1990,1991,700,0,700,2243,1990.0,746,127,44,225000
3,0,2,4,1,3,1,3,3,0,0,1,0,1,3,4,0,5,2,2,4,12342,7,1940,1950,262,599,861,861,1961.0,539,158,0,82500
3,0,2,9,1,2,2,0,1,0,1,2,0,3,0,8,3,1,0,3,4,12378,16,2003,2004,1274,622,1896,1944,2003.0,708,208,175,360000
3,0,5,6,1,3,2,2,3,2,0,2,1,3,2,6,1,1,0,2,4,7685,8,1993,1994,518,179,697,1501,1993.0,420,190,63,165600
3,3,2,6,1,3,1,3,3,0,1,1,0,2,3,5,1,5,2,1,4,8000,12,1948,2002,680,292,972,972,1948.0,240,0,0,132000
4,3,0,5,1,3,1,2,2,4,1,1,0,3,3,5,1,5,2,2,4,7800,17,1939,1950,507,286,793,1118,1939.0,410,0,0,119900
3,2,2,7,3,3,1,2,1,4,2,2,0,3,3,8,2,1,1,2,4,215245,23,1965,1965,1236,80,2136,2036,1965.0,513,0,0,375000
4,3,5,7,1,3,0,3,3,0,0,1,1,3,0,6,1,5,2,2,4,9600,17,1925,1990,16,712,728,1641,1925.0,546,0,0,178000
3,0,5,7,1,2,2,2,3,0,1,2,1,3,2,6,1,1,0,2,4,7795,8,2004,2005,425,291,716,1432,2004.0,432,100,51,188500
3,0,5,7,1,2,1,2,3,4,1,2,1,4,0,10,1,1,1,2,4,13005,14,1980,1980,692,153,845,2353,1983.0,484,288,195,260000
1,3,5,8,1,2,2,2,0,0,0,2,1,3,2,8,1,1,1,3,4,9000,21,2006,2006,0,1088,1088,1959,2006.0,1025,208,46,270000
3,3,5,7,1,2,2,2,1,0,1,2,1,4,2,9,1,1,1,3,4,9900,15,1993,1993,987,360,1347,2646,1993.0,656,340,60,260000
3,3,7,7,1,3,1,2,0,4,1,2,0,3,3,6,2,1,2,2,4,14115,14,1980,1980,1036,336,1372,1472,1980.0,588,233,48,187500
3,3,5,9,1,3,2,0,0,0,0,3,1,4,2,9,0,1,1,3,5,16259,16,2006,2006,0,1249,1249,2596,2006.0,840,240,154,342643
3,0,5,8,1,2,2,0,0,0,1,2,1,4,2,10,1,3,0,3,4,12099,16,2004,2004,970,166,1136,2468,2004.0,872,184,154,354000
3,0,5,7,1,2,1,3,1,0,1,2,1,4,2,8,1,1,0,2,4,10380,20,1986,1987,28,0,1502,2730,1987.0,576,201,96,301000
4,3,2,3,1,3,1,3,3,0,1,1,0,3,3,6,0,1,2,1,4,5820,17,1955,2005,256,906,1162,1163,1955.0,220,142,98,126175
3,3,7,7,4,2,1,2,3,0,0,2,1,5,2,11,1,3,0,2,4,11275,12,1967,2007,0,710,710,2978,1961.0,564,240,0,242000
4,3,1,5,1,3,1,3,0,3,0,1,0,2,3,5,0,5,2,2,4,5000,9,1941,1950,116,604,720,803,1941.0,360,0,0,87000
3,0,2,8,1,2,2,2,1,0,2,1,1,1,2,6,2,1,0,2,4,10846,24,1993,1993,1619,100,1719,1719,1993.0,473,122,30,324000
3,3,2,6,3,3,1,3,3,4,0,1,1,3,3,7,0,1,1,1,4,11600,12,1960,1960,565,818,1383,1383,1960.0,292,0,45,145250
3,0,4,6,1,3,0,3,3,2,0,2,0,5,2,10,0,5,2,2,4,11888,3,1916,1994,0,844,844,2134,1930.0,441,0,60,214500
4,3,5,5,1,3,2,3,2,4,0,1,0,3,3,6,0,5,2,1,4,6402,9,1920,1950,0,596,596,1192,1920.0,189,0,0,78000
3,0,2,5,1,3,1,3,3,4,0,2,0,6,3,10,0,5,2,1,4,10624,12,1964,1964,40,1424,1728,1728,2002.0,352,155,0,119000
3,3,2,5,1,3,1,3,3,1,1,1,0,3,3,6,0,1,1,1,4,8176,12,1958,1992,846,210,1056,1056,1958.0,308,0,0,139000
3,0,2,8,1,2,2,2,3,0,1,2,0,3,2,7,1,1,1,3,4,10655,16,2003,2004,1124,1603,3206,1629,2003.0,880,0,0,284000
4,3,2,7,1,2,2,2,0,0,1,2,0,2,2,6,1,1,1,2,4,8198,16,2004,2004,720,638,1358,1358,2004.0,484,192,30,207000
3,0,5,6,1,3,2,2,1,2,1,2,1,3,3,7,2,1,0,2,4,9042,8,1998,1998,828,115,943,1638,1998.0,472,100,38,192000
3,0,0,5,1,3,1,3,1,0,2,2,0,3,3,7,2,1,0,2,4,164660,23,1965,1965,1249,103,1499,1786,1965.0,529,670,0,228950
3,0,2,9,3,2,2,0,1,0,1,2,0,3,2,8,1,1,0,3,4,14157,22,2005,2006,1249,673,1922,1922,2005.0,676,178,51,377426
3,3,2,7,1,2,2,2,0,0,1,2,0,3,2,7,0,1,1,2,4,9135,5,2002,2003,810,726,1536,1536,2002.0,532,192,74,214000
3,3,2,7,1,2,1,2,2,0,1,2,0,3,2,8,0,1,1,2,4,14145,14,1984,1998,213,995,1208,1621,1984.0,440,108,45,202500
3,0,2,6,3,3,1,3,3,4,0,1,0,3,3,6,0,1,2,1,4,12400,12,1958,1998,585,630,1215,1215,1958.0,297,0,0,155000
3,3,5,8,1,2,2,2,3,0,0,2,1,4,2,9,0,1,0,2,4,14191,23,2002,2002,0,967,967,1908,2002.0,431,135,0,202900
2,3,2,4,1,1,1,3,3,2,0,1,0,2,3,4,0,4,2,1,4,8400,20,1950,1950,0,721,721,841,1950.0,294,250,0,82000
3,0,2,9,3,0,2,0,3,0,0,2,0,2,0,6,1,1,1,2,4,8849,16,2005,2005,28,1656,1684,1684,2005.0,564,495,72,266000
4,3,5,5,1,3,1,2,3,4,0,1,1,3,3,4,0,1,2,1,4,2592,10,1976,1976,129,175,536,1112,1976.0,336,182,0,85000
3,3,0,6,1,3,0,3,3,2,0,1,0,3,1,6,1,5,2,1,4,6435,3,1939,1950,0,972,972,1577,1939.0,312,0,0,140200
3,0,2,6,3,3,1,3,2,4,0,1,0,2,3,5,0,1,1,1,4,12772,12,1960,1998,498,460,958,958,1960.0,301,0,0,151500
3,0,2,6,1,3,1,3,3,0,1,2,0,3,3,6,2,1,2,2,4,17600,12,1960,1960,1270,208,1478,1478,1960.0,498,0,40,157500
3,3,5,7,1,2,2,2,3,0,1,2,1,2,2,6,0,3,1,2,4,2448,16,2003,2004,573,191,764,1626,2003.0,474,0,27,154000
3,1,5,9,3,0,2,0,3,0,1,2,1,4,0,10,2,1,0,3,5,20431,16,2005,2006,1410,438,1848,2728,2006.0,706,0,0,437154
3,0,2,9,3,0,2,0,3,0,0,2,0,2,0,6,1,1,1,2,5,7820,16,2007,2007,0,1869,1869,1869,2007.0,617,210,54,318061
3,0,2,7,1,3,2,2,1,2,1,1,1,2,2,6,1,1,1,2,0,5271,4,1986,1986,1082,371,1453,1453,1986.0,445,0,80,190000
3,3,0,5,1,3,1,3,2,4,0,1,0,3,3,5,0,5,2,1,4,9084,7,1941,1950,236,0,616,1111,1941.0,200,48,0,95000
4,3,2,6,1,3,0,3,3,2,0,1,0,2,3,5,0,5,2,2,4,8520,17,1928,2003,0,624,624,720,2005.0,484,106,0,105900
3,3,0,6,1,3,1,3,3,0,0,1,0,2,3,6,2,1,2,1,4,8400,18,1940,2000,388,552,940,1595,1940.0,240,0,0,140000
3,1,2,6,1,2,2,2,3,0,1,2,0,3,2,6,0,1,1,2,4,11249,5,1995,1995,334,322,1200,1200,1995.0,521,0,26,177500
3,0,2,6,1,3,2,2,3,2,1,2,0,3,2,6,0,1,1,2,4,9248,8,1992,1992,560,598,1158,1167,1992.0,400,120,26,173000
4,3,2,5,1,3,2,2,3,4,1,1,1,3,3,6,1,1,0,2,4,4224,10,1976,1976,874,268,1142,1142,1976.0,528,536,90,134000
3,0,7,5,3,3,1,3,0,0,0,1,0,3,2,6,0,3,2,1,0,6930,4,1958,1958,300,468,1062,1352,1958.0,288,168,0,130000
3,0,5,8,1,2,2,2,0,0,1,2,1,3,2,7,1,1,1,2,4,12011,15,1998,1998,956,130,1086,1924,1998.0,592,208,75,280000
3,0,6,6,1,3,1,2,0,0,1,1,0,2,3,5,1,1,1,2,4,7540,11,1978,1978,773,115,888,912,1978.0,470,0,0,156000
3,3,0,5,1,3,1,3,3,2,1,1,0,3,3,8,0,5,2,1,4,9144,3,1940,1982,399,484,883,1505,1940.0,240,0,0,145000
4,3,5,6,1,3,1,3,3,2,0,1,1,2,2,5,0,5,2,1,4,1680,2,1972,2007,162,321,483,987,1972.0,264,250,0,118000
3,0,5,6,1,3,2,2,2,4,1,2,1,3,3,6,1,1,0,2,4,18800,14,1976,1976,712,84,796,1574,1976.0,566,306,111,190000
4,3,5,5,3,3,1,3,3,2,0,1,0,3,3,6,0,5,2,1,4,10690,9,1920,1997,456,216,672,1344,1964.0,468,0,128,147000
3,0,2,6,1,3,1,2,3,2,1,1,1,3,3,6,2,1,1,2,4,9500,12,1963,1963,609,785,1394,1394,1963.0,514,0,76,159000
3,0,7,6,1,3,1,2,1,2,0,1,0,3,3,6,1,2,1,1,4,9150,12,1962,1962,371,728,1099,1431,1962.0,296,64,110,165000
3,3,2,5,1,3,2,3,3,2,0,1,0,2,3,7,1,1,0,1,4,7800,12,1954,1954,540,728,1268,1268,1954.0,244,0,98,132000
3,0,2,5,1,3,1,3,3,0,1,1,0,3,2,7,1,5,0,2,4,9830,12,1959,2006,72,733,1063,1287,1997.0,576,364,17,162000
3,0,5,6,1,3,2,2,3,0,0,2,1,3,3,7,1,1,1,2,4,8121,8,2000,2000,0,953,953,1664,2000.0,460,100,40,172400
3,3,2,6,1,3,1,2,3,4,1,1,0,2,3,4,0,1,2,1,4,7175,20,1984,1984,623,0,744,752,1984.0,264,353,0,125000
3,3,2,5,1,3,2,3,3,4,1,1,0,3,3,5,0,1,2,1,4,10634,12,1953,1953,428,0,608,1319,1953.0,270,66,0,123000
3,3,5,7,1,2,2,2,3,0,0,2,1,4,2,8,1,3,0,2,4,8200,5,2003,2004,0,847,847,1928,2003.0,434,100,48,219500
3,0,6,5,1,2,2,2,0,0,0,1,0,2,3,5,0,5,2,2,4,8846,5,1996,1996,298,572,870,914,1998.0,576,0,0,148000
1,0,5,8,1,2,2,2,3,0,0,3,0,4,2,8,1,1,1,2,4,11143,21,2004,2005,0,1580,1580,2466,2004.0,610,159,214,340000
3,3,2,9,3,2,2,0,0,0,1,1,1,1,0,8,1,1,0,3,5,11394,22,2010,2010,1445,411,1856,1856,2010.0,834,113,0,394432
3,0,5,6,1,3,2,2,3,0,0,2,1,3,3,7,1,1,0,2,4,8123,8,2000,2000,0,982,982,1800,2000.0,463,100,63,179000
3,3,0,5,1,3,0,3,3,4,0,2,0,3,2,6,1,5,2,1,4,5000,18,1924,1950,218,808,1026,1691,1924.0,308,0,0,127000
1,3,2,7,1,2,2,2,3,0,1,2,0,2,2,5,1,1,1,2,5,7200,21,2006,2006,0,1293,1293,1301,2006.0,572,216,121,187750
3,0,5,7,1,2,2,2,0,0,0,2,1,3,2,8,0,1,1,2,4,9245,5,2006,2006,0,939,939,1797,2006.0,639,144,53,213500
2,3,1,6,1,3,0,1,3,4,0,1,0,2,3,5,0,5,2,2,4,9000,20,1928,1950,0,784,784,784,1950.0,360,0,0,76000
3,1,5,6,1,2,2,2,0,0,1,2,1,3,2,9,2,1,0,2,4,53107,4,1992,1992,985,595,1580,1953,1992.0,501,216,231,240000
3,3,2,8,1,2,2,2,3,0,0,2,0,2,2,6,1,1,0,2,4,3182,0,2004,2005,24,1232,1256,1269,2004.0,430,146,20,192000
